item_id	genre	text_id	sentence_n	target_word	part_of_speech	novelty_score	type	text	intention_1	intention_2	intention_3	comments
A3E0300052031	NEWS	a3e-fragment03	52	venerability	NN1	0.618	indirect	In an old garden , there may be a fruit tree , or a good bulwark of evergreen laurel or box that , tidied up , could add a dash of <b>venerability</b> to the new garden that will emerge around it .	Argumentative metaphor			
A3K1100138017	NEWS	a3k-fragment11	138	house-hunter	NN2	0.515	indirect	Although collective property auctions take place regularly in London ( often primarily for investors rather than house-<b>hunters</b> ) , in country areas the more typical auction will be just for one house , and as likely as not will take place in a nearby pub or village hall .	Lexicalized metaphor			technical language
A3M0200049012	NEWS	a3m-fragment02	49	slither	VVB	0.514	indirect	They also exert a fascination very much of their own as they <b>slither</b> round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .	Visualization			
A3M0200060021	NEWS	a3m-fragment02	60	growl	VVG-AJ0	0.545	indirect	Somehow the image of the tall , thin , mournful double-deck tram with its wooden body , slatted wooden seats and <b>growling</b> electric motor has stuck in the British mind .	Visualization	Social interaction		
A3M0200063020	NEWS	a3m-fragment02	63	bulbous	AJ0	0.514	indirect	They held up the bright new diesel buses and , even worse , blocked the progress of private motorists in <b>bulbous</b> Austins and lumpen Humbers in canyon-like city thoroughfares .	Persuasiveness			not sure, expression not clear to me
A3M0200063026	NEWS	a3m-fragment02	63	canyon-like	AJ0	0.212	direct	They held up the bright new diesel buses and , even worse , blocked the progress of private motorists in bulbous Austins and lumpen Humbers in <b>canyon</b>-like city thoroughfares .	Visualization			NOT related to MET in OV
A3M0200064006	NEWS	a3m-fragment02	64	spider	NN1	0.455	indirect	They picked up power from a <b>spider</b> 's web of unsightly overhead wires .	Visualization			
A3M0200079019	NEWS	a3m-fragment02	79	millipede	NN2	0.531	indirect	After all , Mancunians and visitors to the Manchester conurbation are going to have to look at these mechanical <b>millipedes</b> for well into the twenty-first century .	Persuasiveness			
A3M0200083017	NEWS	a3m-fragment02	83	new-generation	AJ0-NN1	0.344	indirect	These are all referred to as ‘ supertram ’ networks , the implication being that the new-<b>generation</b> tram is an altogether more dynamic form of transport than its pre-war predecessors .	Heuristic reasoning	Lexicalized metaphor		think of techonologies as biological generations…could also just be lexicalized
A3M0200086032	NEWS	a3m-fragment02	86	voluminous	AJ0	0.485	indirect	The supertram is , in effect , a low-cost replacement for British Rail 's ageing fleet of suburban diesel multiple-unit trains , those rasping diesels which change gear to the accompaniment of <b>voluminous</b> clouds of acrid black exhaust fumes and the blessing of train spotters .	Lexicalized metaphor	Visualization		
A3P0900167019	NEWS	a3p-fragment09	167	pervade	VVZ	0.375	indirect	Lavenham and Long Melford , for example , have no telegraph poles , to preserve the timeless air that <b>pervades</b> them .	Artistic metaphor			not sure
A3P0900182026	NEWS	a3p-fragment09	182	querulously	AV0	0.667	indirect	Its vast walls of flint and glass and Gothic tracery were brilliantly floodlit and the churchyard cat , sleek and black as tar , greeted us <b>querulously</b> and led us right round the church and through the gravestones at the back , glimmering and pale in the moonlight .	Artistic metaphor			
A3P0900184009	NEWS	a3p-fragment09	184	commemorate	VVB	0.559	indirect	Long Melford is one of the wool churches that <b>commemorate</b> the wealth of East Anglia in the fifteenth and sixteenth centuries .	Lexicalized metaphor			
A3P0900202023	NEWS	a3p-fragment09	202	goggle-eyed	AJ0	0.647	indirect	Gainsborough 's house … to say nothing of huge grey sweeps of empty beach from which , at Aldeburgh , you can buy <b>goggle-eyed</b> skate direct from the fishing boats as they come out of the water .	Visualization			
A4D0200073025	NEWS	a4d-fragment02	73	cacophony	NN1	0.515	indirect	FROM the top of the dome of St Paul 's Cathedral the view is no longer dominated by City church steeples but by an intrusive <b>cacophony</b> of drab , characterless Sixties boxes .	Persuasiveness	Argumentative metaphor		
A4D0200086017	NEWS	a4d-fragment02	86	monumental	AJ0	0.364	indirect	That is because it is a magnificent structure , the supreme architectural expression of the heroic , <b>monumental</b> phase of power station design and the creation of a great architect .	Visualization			
A4D0200094016	NEWS	a4d-fragment02	94	humanise	VVD-AJ0	0.531	indirect	Scott was so pleased with the style he had evolved at Battersea , a treatment that <b>humanised</b> industrial forms without denying their function , that he also used it on the Guinness Factory at Park Royal , west London .	Explanation			
A4D0200095019	NEWS	a4d-fragment02	95	table		0.265	direct	At Battersea , Scott could not alter the basic design of the building and he much disliked the ‘ <b>upturned table</b> ’ appearance created by the four corner chimneys .	Humour			
A4D0200096028	NEWS	a4d-fragment02	96	slender	AJ0	0.484	indirect	At Bankside , however , he was able to persuade the engineers , Mott , Hay & Anderson , to gather all the flues into a single ‘ <b>slender</b> tower or campanile ’ .	Lexicalized metaphor			
A4D0200103011	NEWS	a4d-fragment02	103	cathedral	NN2	0.5	indirect	Not for nothing were such power stations described as ‘ brick <b>cathedrals</b> ’ ; Bankside is the finest manifestation of this tradition .	Visualization	Artistic metaphor		not sure if the focus is visual description or features attribution
A5E0600158020	NEWS	a5e-fragment06	158	aled		0.389	direct	But this is a plot development — the plot development — and , if it involves turning a couple of <b>Aled Jones types into Oliver Reeds</b> , why let logic get in the way ?	Social interaction			metaphorcally used proper names
A5E0600163017	NEWS	a5e-fragment06	163	reckon	VVB	0.485	indirect	Fight back those tears at The Inevitable Parting : ‘ You and me , boy , I <b>reckon</b> we 've come to the end of our road . ’	Lexicalized metaphor			
A5E0600169030	NEWS	a5e-fragment06	169	dull	AJC	0.576	indirect	Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot <b>duller</b> than fiction .	Lexicalized metaphor			
A5E0600181005	NEWS	a5e-fragment06	181	emblem	NN2	0.576	indirect	Berry 's songs are plausible <b>emblems</b> of rock'n'roll rebellion or , at any rate , youthful hedonism .	Explanation			
A5E0600182016	NEWS	a5e-fragment06	182	nudge	VVG	0.515	indirect	Buddy invites us to regard Holly in the same light , mocking ( in a horribly <b>nudging</b> re-creation ) Lubbock old-timers like The Hayriders , who sing : ‘ When the sun goes down on Blue Ridge Mountain It 's the time to whistle in your ear . ’	Persuasiveness	Argumentative metaphor		
A5E0600184006	NEWS	a5e-fragment06	184	contrast	NN1	0.312	indirect	The voice of rock'n'roll , in <b>contrast</b> , is almost unrelievedly soupy .	Lexicalized metaphor			
A5E0600187007	NEWS	a5e-fragment06	187	dart	NN1	0.312	indirect	Or : ‘ When Cupid shot his <b>dart</b> He shot it at your heart . ’	Artistic metaphor			
A5E0600193001	NEWS	a5e-fragment06	193	camouflage	VVI	0.657	indirect	To <b>camouflage</b> the failures of the play , Andy Walmsley has created a set which resembles a pile-up of roadside hoardings : Oldsmobile , Van Heusen shirts , Texaco Premium Type .	Humour			
A5E0600195023	NEWS	a5e-fragment06	195	predecessor	NN2	0.485	indirect	Like most shows which are manufactured with an eye to commercial success ( Winnie , High Society , to name only Buddy 's <b>predecessors</b> at the Victoria Palace ) , this one will probably fail .	Lexicalized metaphor			
A6U0200172013	ACPROSE	a6u-fragment02	172	tandem	NN1	0.529	indirect	The enormous rise in the economic value of her work has developed in <b>tandem</b> with the increased critical and popular response to her particular blend of naive style and incisive content .	Explanation	Lexicalized metaphor		
A6U0200179007	ACPROSE	a6u-fragment02	179	mythical	AJ0	0.686	indirect	As with most artists who have become <b>mythical</b> personalities in the popular imagination , such attention has focused primarily on the anecdotal and tragic details of Kahlo 's admittedly fascinating life .	Argumentative metaphor			
A6U0200192034	ACPROSE	a6u-fragment02	192	encapsulisation		0.265	direct	While Elle , Vogue and subsequently The Independent ( Fig. 5 ) , stressed different facets of Kahlo 's public persona , they all shared the emphasis on ‘ her ’ , as an <b>encapsulisation of stereotypical images</b> of Mexico , rather than her work .	Persuasiveness	Argumentative metaphor		
A6U0200193006	ACPROSE	a6u-fragment02	193	canvas		0.377	direct	It is her body as the <b>canvas , her appearance as art</b> .	Heuristic reasoning			artwork interpretation
A6U0200205010	ACPROSE	a6u-fragment02	205	appropriation	NN1	0.611	indirect	There is , however , an inevitable logic to the <b>appropriation</b> of her meticulously constructed image , a process which the artist was mocking as early as 1933 : ‘ … some of the gringa women are imitating me and trying to dress ‘ a la Mexicana ’ , but the poor souls only look like cabbages and to tell you the naked truth they look absolutely impossible . '	Argumentative metaphor			
A6U0200205056	ACPROSE	a6u-fragment02	205	cabbage	NN2	0.559	direct	There is , however , an inevitable logic to the appropriation of her meticulously constructed image , a process which the artist was mocking as early as 1933 : ‘ … some of the gringa women are imitating me and trying to dress ‘ a la Mexicana ’ , but the poor souls only look like <b>cabbages</b> and to tell you the naked truth they look absolutely impossible . '	Humour	Visualization		
A6U0200211012	ACPROSE	a6u-fragment02	211	direct	VVD	0.333	indirect	It is the mythology surrounding the women wearers of the costume which <b>directed</b> Kahlo 's choice .	Lexicalized metaphor			
A6U0200213026	ACPROSE	a6u-fragment02	213	unbowed	AJ0	0.543	indirect	In a culture where sexual metaphors are frequently used to convey racial and political conflict , the Tehuana represents that aspect of Mexico 's indigenous tradition <b>unbowed</b> by centuries of colonial and male rule .	Visualization			
A6U0200237022	ACPROSE	a6u-fragment02	237	decoration	NN1	0.353	indirect	More problematic is the way in which such a dislocation has led to the acceptance of her ‘ Mexicanness ’ as mere <b>decoration</b> of the essentially feminist themes of her work , thereby defusing a substantial part of the art described by Breton as a ‘ ribbon round a bomb ’ .	Heuristic reasoning			
A6U0200237046	ACPROSE	a6u-fragment02	237	ribbon		0.215	direct	More problematic is the way in which such a dislocation has led to the acceptance of her ‘ Mexicanness ’ as mere decoration of the essentially feminist themes of her work , thereby defusing a substantial part of the art described by Breton as a ‘ <b>ribbon round a bomb</b> ’ .	Heuristic reasoning			
A6U0200244014	ACPROSE	a6u-fragment02	244	alienated	AJ0	0.588	indirect	Hale 's eyes stare knowingly at the viewer , a human sacrifice to an <b>alienated</b> and consumerist culture .	Persuasiveness			
A6U0200245011	ACPROSE	a6u-fragment02	245	thrust	NN1	0.588	indirect	The horizontality of her fallen body is juxtaposed to the vertical <b>thrust</b> of the apartment building .	Visualization			could be technical language (hence lexicalized)
A6U0200258021	ACPROSE	a6u-fragment02	258	technologize	VVD	0.545	indirect	The unclothed body is not a ‘ self but a socialised body , a body that is opened by instruments , <b>technologized</b> , wounded , its organs displayed to the outside world .	Argumentative metaphor			
A6U0200264003	ACPROSE	a6u-fragment02	264	possess	VVN-VVD	0.2	indirect	The female soil <b>possessed</b> and misused by the masculine force of the Spanish invaders .	Visualization			
A6U0200265003	ACPROSE	a6u-fragment02	265	rape	VVD-VVN	0.353	indirect	The Indian Mexico <b>raped</b> and abused by the conquistador yet bearing his bastard child .	Visualization			could actually not be metaphorical
A6U0200270010	ACPROSE	a6u-fragment02	270	demonstrate	VVZ	0.258	indirect	A major , though often ignored , work by Kahlo <b>demonstrates</b> the cultural politics underlying her art .	Lexicalized metaphor			
A6U0200273008	ACPROSE	a6u-fragment02	273	coda	NN1	0.562	indirect	On one level My Dress … is a <b>coda</b> to Self-Portrait on the Borderline ( 1932 ) ( Fig. 11 ) of the previous year .	Heuristic reasoning			
A6U0200275010	ACPROSE	a6u-fragment02	275	borderline	NN2	0.194	direct	Interwoven with these images are subtler references to the metaphorical <b>borderlines</b> which separate Latin American culture from that of Europe and North America .	Explanation			
